ID,age,Education,education_level,Marital_Status,Income,Kidhome,Teenhome,household_size,Dt_Customer,tenure_days,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,total_spend,campaign_type,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,total_purchases,dominant_channel,ch_catalog,ch_deals,ch_store,ch_web,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,campaign_acceptance_count,engagement_rate,NumWebVisitsMonth,Complain
7851,75,Graduation,2,Widow,70165.0,0,0,1,2013-09-22,3753,60,161,0,253,199,191,122,926,high_value,3,7,11,1,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
8594,66,Phd,4,Widow,50520.0,0,1,2,2014-01-28,3625,25,112,0,6,2,1,14,135,mid_value,3,1,3,2,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,6,0
7059,61,Graduation,2,Married,80124.0,0,0,1,2014-06-26,3476,47,483,84,398,205,84,241,1495,high_value,3,7,8,1,19,store,False,False,True,False,0,0,1,0,0,0,1,0.16666666666666666,1,0
2815,49,Graduation,2,Married,33183.0,1,0,2,2014-02-24,3598,46,7,5,39,17,15,37,120,mid_value,4,0,3,2,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
2416,55,Phd,4,Single,66582.0,0,0,1,2014-03-03,3591,83,789,25,420,16,38,0,1288,high_value,2,8,9,1,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
7999,69,Phd,4,Together,75261.0,0,0,1,2013-04-23,3905,17,1239,17,413,23,34,17,1743,high_value,5,6,5,1,17,catalog,True,False,False,False,0,0,0,1,1,1,3,0.5,2,0
9213,54,Graduation,2,Widow,31880.0,1,0,2,2012-10-31,4079,13,4,1,5,2,0,3,15,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
9697,73,Graduation,2,Married,53790.0,0,2,3,2014-03-06,3588,86,335,42,127,28,5,5,542,mid_value,7,2,8,3,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
3916,53,Phd,4,Together,49269.0,1,0,2,2012-08-15,4156,92,639,8,166,11,8,58,890,high_value,7,3,12,3,25,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
2021,49,Graduation,2,Married,61456.0,0,1,2,2013-03-27,3932,47,563,76,384,84,192,89,1388,high_value,6,10,13,4,33,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
1581,44,Graduation,2,Married,37406.0,1,0,2,2013-10-10,3735,18,2,0,8,2,2,3,17,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,8,0
564,43,Phd,4,Together,56937.0,1,0,2,2012-08-04,4167,81,746,8,125,11,8,8,906,high_value,8,6,9,7,30,store,False,False,True,False,0,0,0,1,0,1,2,0.3333333333333333,6,0
6619,46,Graduation,2,Married,38415.0,1,1,3,2013-01-02,4016,91,22,1,13,4,0,4,44,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
9081,36,Graduation,2,Single,20518.0,1,0,2,2014-05-18,3515,58,4,1,6,4,1,9,25,low_value,1,1,2,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
178,68,Graduation,2,Married,62503.0,0,1,2,2013-02-18,3969,40,478,0,193,110,75,117,973,high_value,8,3,11,4,26,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
916,52,Phd,4,Single,41644.0,1,1,3,2014-05-09,3524,67,20,3,4,2,0,2,31,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
5512,47,Master,3,Married,55842.0,0,1,2,2014-05-23,3510,19,451,0,39,0,4,24,518,mid_value,7,1,8,1,17,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
8970,52,Phd,4,Married,62010.0,0,1,2,2012-10-23,4087,93,371,22,39,6,0,92,530,mid_value,6,2,7,4,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
10581,47,Graduation,2,Married,41124.0,1,0,2,2012-10-31,4079,41,281,7,84,15,0,119,506,mid_value,7,3,4,7,21,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
5300,51,Master,3,Married,38961.0,1,0,2,2013-12-30,3654,60,19,7,19,0,1,24,70,low_value,2,1,2,1,6,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
5154,52,Master,3,Divorced,37760.0,1,0,2,2013-08-11,3795,54,26,3,13,2,10,0,54,low_value,2,0,3,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
8346,50,Graduation,2,Single,32233.0,1,0,2,2012-08-19,4152,26,138,15,35,25,11,72,296,mid_value,6,2,2,2,12,web,False,False,False,True,0,0,1,0,0,1,2,0.3333333333333333,9,0
1676,49,Graduation,2,Married,43057.0,0,1,2,2013-10-30,3715,30,213,2,44,0,2,5,266,mid_value,4,2,5,4,15,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
9286,64,Master,3,Together,83151.0,0,0,1,2012-10-10,4100,93,407,28,100,120,74,18,747,mid_value,5,9,4,1,19,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,3,0
2426,60,Phd,4,Divorced,78825.0,0,0,1,2012-09-14,4126,35,483,74,114,169,37,18,895,high_value,5,10,13,1,29,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,3,0
5172,48,Master,3,Together,65104.0,0,1,2,2013-11-14,3700,4,738,0,232,13,20,50,1053,high_value,3,5,7,2,17,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
5562,50,Graduation,2,Married,60093.0,0,1,2,2013-06-26,3841,92,502,12,109,16,6,90,735,mid_value,7,2,10,2,21,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
3436,55,Graduation,2,Married,14045.0,1,0,2,2014-01-26,3627,24,11,0,5,2,1,1,20,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
3921,72,2N Cycle,1,Widow,28457.0,0,0,1,2012-10-28,4082,96,24,1,108,29,29,14,205,mid_value,4,1,4,1,10,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
3403,66,Phd,4,Together,78952.0,0,1,2,2012-09-24,4116,11,1170,19,594,99,76,134,2092,high_value,2,5,12,2,21,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
22,48,Graduation,2,Divorced,46310.0,1,0,2,2012-12-03,4046,99,185,2,88,15,5,14,309,mid_value,6,1,5,2,14,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
10965,69,Graduation,2,Together,76005.0,0,0,1,2013-02-22,3965,72,983,20,389,240,50,40,1722,high_value,3,5,13,1,22,store,False,False,True,False,1,0,0,0,0,0,1,0.16666666666666666,6,0
9426,60,Master,3,Single,58308.0,0,1,2,2013-01-12,4006,77,691,0,69,10,0,130,900,high_value,2,6,3,4,15,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,8,0
6605,80,Phd,4,Divorced,55614.0,0,0,1,2013-11-27,3687,85,504,13,131,8,0,26,682,mid_value,9,4,6,1,20,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,7,0
3136,62,Master,3,Divorced,59432.0,0,1,2,2013-04-13,3915,88,317,25,265,25,19,12,663,mid_value,5,3,11,3,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
8737,46,Graduation,2,Divorced,55563.0,0,1,2,2014-04-05,3558,22,29,1,9,2,0,2,43,low_value,2,0,3,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
11088,53,Phd,4,Together,78642.0,0,1,2,2013-04-21,3907,83,1396,0,322,46,35,17,1816,high_value,4,9,4,1,18,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,6,0
716,75,Phd,4,Together,67911.0,0,1,2,2014-05-22,3511,63,529,0,356,63,28,0,976,high_value,6,7,11,3,27,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
466,80,Graduation,2,Married,65275.0,0,0,1,2013-04-03,3925,9,388,14,218,91,14,21,746,mid_value,4,3,13,1,21,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
9135,74,Graduation,2,Together,27203.0,1,1,3,2012-08-06,4165,92,13,2,21,4,0,24,64,low_value,1,1,2,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
10623,63,Master,3,Together,48330.0,0,1,2,2013-11-15,3699,2,28,0,4,0,0,0,32,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
8151,34,Basic,0,Married,24279.0,0,0,1,2012-12-29,4020,6,16,36,21,20,62,108,263,mid_value,4,1,3,1,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
5140,39,Phd,4,Married,64355.0,1,0,2,2012-08-24,4147,66,1047,0,140,67,38,153,1445,high_value,4,3,12,2,21,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
10160,68,Master,3,Together,50943.0,0,1,2,2013-06-21,3846,49,31,0,7,2,0,6,46,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
4945,71,Graduation,2,Widow,53653.0,0,0,1,2012-11-07,4072,29,815,10,239,28,10,108,1210,high_value,10,4,12,2,28,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
10584,48,Graduation,2,Married,65665.0,0,1,2,2013-12-02,3682,77,225,162,387,106,36,29,945,high_value,5,10,8,1,24,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,3,0
6071,35,Graduation,2,Single,81217.0,0,0,1,2013-07-19,3818,77,493,70,324,146,40,84,1157,high_value,3,7,11,1,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
3386,32,Graduation,2,Married,34935.0,0,0,1,2013-06-21,3846,71,34,4,66,3,10,20,137,mid_value,2,1,4,1,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
8939,65,Graduation,2,Divorced,61250.0,0,1,2,2012-12-16,4033,49,382,138,65,60,26,59,730,mid_value,5,2,12,6,25,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
9925,43,Phd,4,Together,39665.0,1,0,2,2013-05-25,3873,97,127,1,56,0,1,31,216,mid_value,4,2,3,3,12,web,False,False,False,True,0,0,1,0,0,0,1,0.16666666666666666,7,0
4320,45,Graduation,2,Single,60152.0,0,1,2,2013-03-28,3931,6,325,83,300,86,58,91,943,high_value,6,4,12,1,23,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
5389,60,Graduation,2,Married,48920.0,0,2,3,2013-10-20,3725,93,238,17,68,8,10,6,347,mid_value,6,2,5,3,16,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,7,0
6036,65,Master,3,Together,89120.0,0,0,1,2014-03-17,3577,78,1168,92,408,72,129,55,1924,high_value,5,6,7,1,19,store,False,False,True,False,0,0,0,0,1,0,1,0.16666666666666666,1,0
182,78,Phd,4,Together,44124.0,0,1,2,2013-05-11,3887,62,284,0,55,0,6,52,397,mid_value,6,2,5,4,17,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
203,49,Master,3,Single,81169.0,0,0,1,2013-04-14,3914,47,1288,20,613,80,61,27,2089,high_value,5,7,9,1,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
11025,63,Graduation,2,Married,36443.0,1,1,3,2013-02-03,3984,9,65,0,46,4,3,20,138,mid_value,3,1,3,4,11,deals,False,True,False,False,0,0,0,0,0,0,0,0.0,8,0
10203,34,Graduation,2,Single,26095.0,1,0,2,2013-06-30,3837,77,11,7,9,3,1,11,42,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
4607,65,Graduation,2,Together,71367.0,0,0,1,2013-08-23,3783,24,227,23,389,42,21,75,777,mid_value,4,5,7,1,17,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
3711,80,Master,3,Married,80184.0,0,0,1,2014-03-01,3593,19,1035,134,670,25,38,0,1902,high_value,6,3,10,1,20,store,False,False,True,False,1,0,0,0,1,0,2,0.3333333333333333,3,0
3696,59,Graduation,2,Divorced,30630.0,1,1,3,2014-01-27,3626,67,27,1,12,2,0,10,52,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
2532,37,Master,3,Single,73454.0,0,0,1,2014-03-01,3593,95,982,73,351,56,14,175,1651,high_value,2,4,6,1,13,store,False,False,True,False,0,0,1,0,0,0,1,0.16666666666666666,5,0
9214,33,Graduation,2,Married,42691.0,0,0,1,2013-08-16,3790,48,179,2,64,38,17,58,358,mid_value,5,1,6,1,13,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
4943,71,Graduation,2,Married,70503.0,0,0,1,2012-09-30,4110,73,1379,33,216,0,33,66,1727,high_value,2,4,9,1,16,store,False,False,True,False,0,0,0,1,1,0,2,0.3333333333333333,6,0
35,37,Graduation,2,Married,25545.0,1,0,2,2012-09-08,4132,35,32,1,64,16,12,85,210,mid_value,2,2,3,3,10,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,6,0
2258,38,Graduation,2,Married,32880.0,1,0,2,2012-12-04,4045,76,8,4,15,7,6,2,42,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
4322,66,Phd,4,Together,77863.0,0,0,1,2013-11-27,3687,20,881,38,319,16,25,12,1291,high_value,4,5,10,1,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
713,47,Master,3,Married,50353.0,0,0,1,2014-06-08,3494,72,141,15,153,67,31,35,442,mid_value,4,4,6,1,15,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
4702,60,Graduation,2,Single,61839.0,0,0,1,2012-08-12,4159,20,1000,155,379,224,17,120,1895,high_value,4,8,4,1,17,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,8,0
3281,64,Phd,4,Married,49154.0,1,1,3,2013-11-03,3711,69,206,10,67,30,27,71,411,mid_value,4,1,8,6,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
702,49,2N Cycle,1,Widow,47682.0,0,1,2,2013-02-15,3972,80,162,61,83,97,57,61,521,mid_value,4,3,8,4,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
2004,55,Graduation,2,Single,72679.0,0,1,2,2013-09-18,3757,65,619,54,260,127,54,54,1168,high_value,4,7,5,1,17,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,1,0
4769,47,Master,3,Together,57954.0,1,1,3,2014-06-18,3484,52,456,4,24,0,0,9,493,mid_value,8,2,6,7,23,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,7,0
4437,62,Graduation,2,Married,65316.0,1,1,3,2013-04-24,3904,65,112,6,92,3,9,38,260,mid_value,3,2,5,2,12,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
8724,42,Graduation,2,Single,28567.0,1,0,2,2013-06-17,3850,57,11,3,22,2,2,6,46,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
10741,73,Master,3,Together,47352.0,0,1,2,2013-04-11,3917,70,172,12,112,8,0,15,319,mid_value,6,1,5,4,16,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
1991,57,Graduation,2,Together,44931.0,0,1,2,2014-01-18,3635,0,78,0,11,0,0,7,96,low_value,2,1,3,1,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
6931,57,Graduation,2,Divorced,76982.0,0,0,1,2014-02-15,3607,19,464,151,292,65,60,30,1062,high_value,8,3,4,1,16,web,False,False,False,True,0,0,0,0,1,1,2,0.3333333333333333,4,0
11096,72,2N Cycle,1,Together,57247.0,0,1,2,2013-08-08,3798,50,99,4,32,37,54,6,232,mid_value,2,1,7,2,12,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
304,43,Master,3,Single,22944.0,1,0,2,2013-12-23,3661,67,19,3,19,4,5,26,76,low_value,3,0,3,3,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
3665,47,2N Cycle,1,Together,25315.0,1,0,2,2013-11-07,3707,46,1,9,8,11,3,22,54,low_value,3,0,3,3,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
10591,55,Graduation,2,Widow,43638.0,0,1,2,2012-08-06,4165,37,63,10,83,7,19,19,201,mid_value,4,1,4,2,11,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
5036,40,Phd,4,Single,42710.0,1,0,2,2012-11-28,4051,38,252,3,42,4,3,102,406,mid_value,4,5,3,2,14,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,6,0
5547,42,Phd,4,Married,84169.0,0,0,1,2013-08-07,3799,9,1478,19,403,0,19,0,1919,high_value,7,6,6,1,20,web,False,False,False,True,0,0,0,1,1,1,3,0.5,3,0
7822,48,Graduation,2,Together,54058.0,0,1,2,2013-06-04,3863,56,198,18,252,32,108,54,662,mid_value,4,6,8,2,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
8541,34,2N Cycle,1,Married,24683.0,1,0,2,2014-03-08,3586,98,8,4,10,6,7,6,41,low_value,2,0,4,2,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
10955,60,Graduation,2,Widow,85620.0,0,0,1,2014-01-07,3646,68,416,46,925,60,107,46,1600,high_value,3,6,4,1,14,catalog,True,False,False,False,0,0,0,0,0,1,1,0.16666666666666666,1,0
4368,44,Graduation,2,Married,47850.0,1,0,2,2013-12-03,3681,72,42,7,43,20,12,10,134,mid_value,3,0,4,1,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
9671,56,Graduation,2,Married,19514.0,1,1,3,2014-01-26,3627,47,14,3,21,2,1,28,69,low_value,3,1,2,4,10,deals,False,True,False,False,0,0,1,0,0,1,2,0.3333333333333333,8,0
2256,51,Master,3,Married,27159.0,1,1,3,2014-03-29,3565,33,17,0,3,0,0,1,21,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
4279,61,2N Cycle,1,Single,39548.0,1,1,3,2014-03-31,3563,87,15,4,10,3,4,18,54,low_value,1,1,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
5371,35,Graduation,2,Single,21474.0,1,0,2,2014-04-08,3555,0,6,16,24,11,0,34,91,low_value,3,1,2,2,8,web,False,False,False,True,0,0,1,0,0,1,2,0.3333333333333333,7,0
9240,53,Phd,4,Single,60504.0,0,1,2,2014-02-07,3615,73,458,0,24,6,4,34,526,mid_value,6,2,8,2,18,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
9460,61,Graduation,2,Married,22419.0,0,0,1,2013-04-18,3910,74,30,3,47,19,21,42,162,mid_value,3,2,2,1,8,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
9504,75,Master,3,Married,81698.0,0,0,1,2013-11-06,3708,4,179,28,520,111,123,47,1008,high_value,3,8,13,1,25,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,1,0
8692,72,Graduation,2,Together,43462.0,1,1,3,2012-09-12,4128,50,90,17,97,15,6,15,240,mid_value,4,1,5,6,16,deals,False,True,False,False,0,0,0,0,0,0,0,0.0,8,0
448,46,Phd,4,Single,54880.0,1,0,2,2013-03-01,3958,57,308,85,137,102,45,118,795,mid_value,6,2,11,2,21,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
8314,42,Graduation,2,Married,79908.0,0,0,1,2013-04-05,3923,30,557,129,761,29,185,111,1772,high_value,5,6,7,1,19,store,False,False,True,False,0,0,0,0,1,0,1,0.16666666666666666,2,0
8420,54,2N Cycle,1,Married,15315.0,0,0,1,2013-08-03,3803,27,7,4,13,15,8,17,64,low_value,2,0,4,2,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
3174,65,Graduation,2,Together,87771.0,0,1,2,2013-05-22,3876,61,1492,38,287,50,57,33,1957,high_value,5,10,4,1,20,catalog,True,False,False,False,1,1,0,1,1,1,5,0.8333333333333334,6,0
7685,46,Graduation,2,Married,33039.0,1,0,2,2013-09-09,3766,4,30,8,12,8,8,12,78,low_value,2,0,4,1,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
3179,44,Graduation,2,Single,81741.0,0,0,1,2013-06-16,3851,75,249,153,940,58,134,38,1572,high_value,6,6,7,0,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
9780,53,Master,3,Together,71499.0,0,1,2,2013-06-25,3842,12,465,25,132,136,0,37,795,mid_value,8,3,13,2,26,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
10681,54,2N Cycle,1,Married,62466.0,0,1,2,2014-01-15,3638,13,129,129,259,168,121,83,889,high_value,6,3,12,5,26,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
10232,61,Phd,4,Divorced,48799.0,0,1,2,2013-11-05,3709,9,174,18,81,28,6,24,331,mid_value,3,2,7,3,15,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
4184,74,Phd,4,Together,52157.0,0,1,2,2014-06-07,3495,48,189,2,29,3,2,40,265,mid_value,3,2,5,2,12,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
9120,62,Graduation,2,Single,66565.0,0,1,2,2012-12-05,4044,80,747,10,161,65,40,42,1065,high_value,4,2,9,4,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
891,73,Master,3,Together,29298.0,1,1,3,2013-09-07,3768,60,6,0,2,2,0,1,11,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
10381,45,Graduation,2,Single,47691.0,0,1,2,2013-07-05,3832,43,14,0,3,0,0,4,21,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
3525,54,Graduation,2,Together,38200.0,1,1,3,2012-12-07,4042,19,12,0,4,0,0,1,17,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
6818,50,Graduation,2,Married,44989.0,0,1,2,2012-09-12,4128,26,98,0,106,49,10,106,369,mid_value,5,1,5,5,16,web,False,False,False,True,0,0,0,0,0,0,0,0.0,6,0
3526,56,Phd,4,Married,38443.0,1,1,3,2014-01-27,3626,58,32,0,5,0,0,1,38,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
8181,46,2N Cycle,1,Single,38593.0,1,0,2,2013-09-13,3762,42,51,12,49,17,24,24,177,mid_value,4,1,3,3,11,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
1029,54,Phd,4,Together,64413.0,0,1,2,2013-08-01,3805,27,200,5,44,0,10,20,279,mid_value,5,1,5,1,12,web,False,False,False,True,0,0,0,0,0,0,0,0.0,5,0
7369,43,Master,3,Married,36959.0,1,0,2,2013-10-02,3743,56,25,6,25,6,0,0,62,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
2574,47,Phd,4,Married,61996.0,0,1,2,2013-01-31,3987,27,1050,12,144,0,0,24,1230,high_value,6,4,8,3,21,store,False,False,True,False,1,1,0,1,0,1,4,0.6666666666666666,5,0
8159,56,Graduation,2,Married,51287.0,1,1,3,2014-04-01,3562,10,117,0,22,13,0,30,182,mid_value,4,1,3,3,11,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
1160,54,Graduation,2,Married,13260.0,1,1,3,2013-08-23,3783,48,9,4,17,10,2,7,49,low_value,3,0,3,4,10,deals,False,True,False,False,0,0,0,0,0,0,0,0.0,8,0
10242,58,Phd,4,Together,47472.0,1,1,3,2013-09-16,3759,39,56,0,11,0,0,8,75,low_value,2,0,4,2,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
5253,68,Master,3,Together,54603.0,1,1,3,2013-07-09,3828,85,145,13,46,17,2,4,227,mid_value,4,2,4,6,16,deals,False,True,False,False,0,0,0,0,0,0,0,0.0,7,0
5966,50,Phd,4,Married,45207.0,1,1,3,2012-11-10,4069,64,203,0,10,0,0,2,215,mid_value,3,1,6,5,15,store,False,False,True,False,0,0,0,1,0,0,1,0.16666666666666666,6,0
5314,73,Graduation,2,Together,40689.0,0,1,2,2013-03-18,3941,69,270,3,27,39,6,99,444,mid_value,7,1,5,7,20,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
5081,57,2N Cycle,1,Together,47821.0,1,1,3,2013-10-20,3725,54,9,0,16,6,6,10,47,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
5123,73,Master,3,Married,27450.0,0,0,1,2013-04-15,3913,57,37,12,23,8,11,52,143,mid_value,2,1,3,1,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
5756,41,Graduation,2,Together,39453.0,1,0,2,2014-04-03,3560,64,46,0,7,0,0,2,55,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
8036,53,2N Cycle,1,Together,26850.0,1,1,3,2014-04-18,3545,10,31,1,13,7,2,9,63,low_value,2,1,4,4,11,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
9058,69,Graduation,2,Widow,79800.0,0,0,1,2012-09-23,4117,65,1060,21,530,32,0,224,1867,high_value,5,11,5,1,22,catalog,True,False,False,False,1,0,1,0,1,1,4,0.6666666666666666,3,0
5057,63,Master,3,Married,61794.0,0,1,2,2013-09-14,3761,74,264,47,188,54,47,11,611,mid_value,4,4,10,2,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
254,69,Graduation,2,Together,53863.0,0,1,2,2014-05-17,3516,4,399,4,30,6,4,30,473,mid_value,7,1,7,3,18,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,7,0
4179,65,Graduation,2,Together,24221.0,0,0,1,2013-08-20,3786,94,8,9,9,2,5,22,55,low_value,1,1,3,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
3710,40,Phd,4,Single,39684.0,1,0,2,2012-10-12,4098,41,19,0,35,6,4,17,81,low_value,2,1,2,2,7,web,False,False,False,True,0,0,0,0,0,1,1,0.16666666666666666,7,1
7627,49,Master,3,Married,92163.0,0,0,1,2012-12-12,4037,25,817,183,797,106,163,20,2086,high_value,5,11,5,0,21,catalog,True,False,False,False,1,0,0,0,1,1,3,0.5,2,0
4501,59,Master,3,Single,69882.0,0,0,1,2013-11-10,3704,94,292,127,635,132,127,165,1478,high_value,3,7,9,1,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
6424,47,Graduation,2,Together,33178.0,1,0,2,2014-01-30,3623,9,12,6,2,11,2,16,49,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
3075,52,Phd,4,Married,59973.0,0,0,1,2013-09-11,3764,47,130,30,168,20,34,0,382,mid_value,3,4,7,1,15,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
4992,49,Master,3,Together,17459.0,1,0,2,2013-09-19,3756,12,6,4,16,3,10,30,69,low_value,3,1,2,3,9,web,False,False,False,True,0,0,0,0,0,1,1,0.16666666666666666,7,0
5252,55,Graduation,2,Divorced,23910.0,1,0,2,2012-10-26,4084,80,16,12,18,7,1,13,67,low_value,2,0,3,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
7444,55,Master,3,Married,42169.0,1,1,3,2013-10-19,3726,20,19,0,9,0,0,2,30,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
