Campaign_ID,Channel_Used,Campaign_Goal,Customer_Segment,Target_Audience,gender,age_group,Duration,duration_days,Date,Clicks,Impressions,ctr,Conversion_Rate,Engagement_Score,engagement_tier,acquisition_cost,cost_per_click,ROI,Location,Language,Company
917823,Facebook,Brand Awareness,Fashion,Men 18-24,Men,18-24,60 Days,60,2022-06-23,30207,90995,0.33196329468652125,0.07,7,high,11414.7,0.3778826099910617,1.29,New York,Spanish,Chic Couture
847320,Facebook,Brand Awareness,Technology,Women 25-34,Women,25-34,30 Days,30,2022-07-16,12435,38353,0.324224962845149,0.04,8,high,4875.74,0.3920981101728991,5.13,New York,English,Code Crafters
297280,Facebook,Product Launch,Fashion,Men 35-44,Men,35-44,30 Days,30,2022-04-24,16687,50948,0.3275300306194551,0.09,3,mid,6441.56,0.3860226523641158,3.47,Miami,Spanish,Chic Couture
444490,Facebook,Market Expansion,Technology,Men 25-34,Men,25-34,30 Days,30,2022-01-16,16806,51299,0.327608725316283,0.04,7,high,6485.99,0.3859330001190051,0.77,Austin,English,Pixel Pioneers
883079,Facebook,Increase Sales,Food,Men 45-60,Men,45-60,45 Days,45,2022-11-13,30081,90620,0.3319465901566983,0.09,6,mid,11368.93,0.37794388484425384,4.34,Austin,Spanish,Culinary Quest
683448,Facebook,Increase Sales,Home,Women 25-34,Women,25-34,60 Days,60,2022-05-25,36724,110298,0.3329525467370215,0.08,5,mid,14026.94,0.38195566931706787,0.08,Los Angeles,French,Space Spruce
674485,Facebook,Market Expansion,Food,Women 35-44,Women,35-44,15 Days,15,2022-06-19,3061,10587,0.28912817606498536,0.14,8,high,1108.36,0.36209081999346615,5.32,Los Angeles,English,Bistro Bliss
573896,Facebook,Increase Sales,Technology,Women 45-60,Women,45-60,45 Days,45,2022-06-11,20692,62809,0.3294432326577401,0.04,5,mid,7919.67,0.382740672723758,1.85,Miami,English,NexGen Nerds
302041,Facebook,Brand Awareness,Food,Women 18-24,Women,18-24,15 Days,15,2022-01-26,10321,32092,0.32160663093605885,0.02,3,mid,4102.45,0.3974857087491522,3.5,Miami,French,Feast Flavors
350114,Facebook,Increase Sales,Fashion,Men 35-44,Men,35-44,60 Days,60,2022-07-20,37537,112707,0.33304941130542026,0.11,7,high,14444.98,0.38481977781921833,4.37,New York,English,Style Sphere
275229,Facebook,Market Expansion,Home,Men 35-44,Men,35-44,30 Days,30,2022-11-05,11020,34160,0.3225995316159251,0.1,4,mid,4358.74,0.395529945553539,5.24,Miami,English,Furnish Fine
576038,Facebook,Brand Awareness,Fashion,Women 18-24,Women,18-24,30 Days,30,2022-01-16,19895,60450,0.3291149710504549,0.04,2,low,7629.8,0.3835033928122644,4.16,Miami,French,Silk & Style
660289,Facebook,Brand Awareness,Food,Women 45-60,Women,45-60,30 Days,30,2022-04-19,15919,48671,0.32707361673275664,0.06,10,high,6155.7,0.38668886236572647,1.0,Austin,French,Gastronomy Guild
318983,Facebook,Product Launch,Home,Women 35-44,Women,35-44,30 Days,30,2022-07-25,14707,45082,0.3262277627434453,0.04,4,mid,5709.84,0.388239613789352,3.72,Austin,Spanish,Cozy Corners
277159,Facebook,Market Expansion,Food,Women 45-60,Women,45-60,60 Days,60,2022-06-06,30616,92204,0.33204633204633205,0.14,1,low,11562.56,0.3776639665534361,0.39,Miami,French,Gourmet Grove
923631,Facebook,Increase Sales,Fashion,Men 35-44,Men,35-44,15 Days,15,2022-03-13,7669,24236,0.31643010397755406,0.04,10,high,3111.98,0.4057869344112661,1.91,Austin,Spanish,Glam Garments
690575,Facebook,Brand Awareness,Fashion,Men 45-60,Men,45-60,60 Days,60,2022-10-01,35187,105743,0.33275961529368375,0.02,8,high,13333.33,0.37892772899082044,5.67,Austin,Spanish,Fiber Fashion
858354,Facebook,Product Launch,Fashion,Men 35-44,Men,35-44,15 Days,15,2022-11-22,5132,16722,0.3069010883865566,0.14,6,mid,2097.16,0.4086438035853468,4.08,Miami,Spanish,Silk & Style
616248,Facebook,Product Launch,Home,Women 35-44,Women,35-44,45 Days,45,2022-02-24,22748,68899,0.33016444360585784,0.02,4,mid,8671.38,0.3811930719184104,5.28,New York,Spanish,Decor Dreams
561419,Facebook,Market Expansion,Food,Women 45-60,Women,45-60,30 Days,30,2022-01-04,15153,46403,0.3265521625756955,0.05,3,mid,5873.09,0.38758595657625555,6.24,Miami,English,Feast Flavors
995142,Facebook,Brand Awareness,Fashion,Women 35-44,Women,35-44,15 Days,15,2022-11-20,6105,19603,0.3114319236851502,0.02,5,mid,2497.38,0.4090712530712531,1.9,New York,English,Vogue Visions
300311,Facebook,Brand Awareness,Technology,Women 45-60,Women,45-60,60 Days,60,2022-05-12,34138,102637,0.3326090980835371,0.11,8,high,12904.6,0.3780127716913703,2.42,Las Vegas,Spanish,Code Crafters
739567,Facebook,Increase Sales,Health,Men 18-24,Men,18-24,30 Days,30,2022-09-23,18949,57647,0.328707478272937,0.02,6,mid,7278.57,0.3841136735447781,7.59,Austin,Spanish,Fitness Front
449038,Facebook,Market Expansion,Fashion,Men 18-24,Men,18-24,60 Days,60,2022-03-16,31665,95312,0.3322246936377371,0.05,10,high,11960.27,0.3777126164534976,7.95,Miami,French,Silk & Style
614228,Facebook,Product Launch,Food,Men 35-44,Men,35-44,15 Days,15,2022-11-14,4130,13755,0.30025445292620867,0.12,9,high,1656.72,0.40114285714285713,0.63,Las Vegas,English,Bistro Bliss
795868,Facebook,Market Expansion,Fashion,Men 25-34,Men,25-34,15 Days,15,2022-09-04,5696,18391,0.30971670925996414,0.08,3,mid,2329.05,0.4088922050561798,4.06,Las Vegas,Spanish,Vogue Visions
690285,Facebook,Market Expansion,Fashion,Men 45-60,Men,45-60,15 Days,15,2022-02-13,2718,9571,0.2839828649043987,0.12,6,mid,918.93,0.3380905077262693,6.58,Los Angeles,Spanish,Glam Garments
948972,Facebook,Product Launch,Health,Men 18-24,Men,18-24,45 Days,45,2022-11-02,28541,86059,0.3316445694233026,0.03,3,mid,10805.07,0.37858063837987455,7.12,Austin,French,Aura Align
475123,Facebook,Market Expansion,Technology,Women 25-34,Women,25-34,45 Days,45,2022-01-10,23417,70883,0.33036129960639365,0.11,2,low,8922.06,0.381007814835376,7.96,Las Vegas,French,Tech Titans
406110,Facebook,Market Expansion,Home,Women 45-60,Women,45-60,15 Days,15,2022-01-08,5270,17131,0.30762944369855816,0.05,4,mid,2155.21,0.4089582542694497,6.05,Los Angeles,English,Hearth Harmony
879845,Facebook,Market Expansion,Fashion,Men 45-60,Men,45-60,30 Days,30,2022-11-14,19473,59199,0.3289413672528252,0.03,3,mid,7474.7,0.38384943254763004,1.48,Las Vegas,French,Chic Couture
212470,Facebook,Increase Sales,Home,Men 25-34,Men,25-34,60 Days,60,2022-07-19,36180,108686,0.3328855602377491,0.15,4,mid,13769.03,0.38057020453289114,6.55,Las Vegas,French,Homely Haven
477858,Facebook,Market Expansion,Home,Men 18-24,Men,18-24,60 Days,60,2022-06-14,34626,104084,0.3326736097767188,0.04,4,mid,13100.76,0.37835037255241727,4.05,Los Angeles,French,Homely Haven
818988,Facebook,Market Expansion,Fashion,Women 35-44,Women,35-44,15 Days,15,2022-01-01,3651,12333,0.296035027973729,0.14,6,mid,1422.77,0.3896932347302109,0.81,Miami,English,Attire Artistry
229175,Facebook,Market Expansion,Health,Men 18-24,Men,18-24,60 Days,60,2022-08-22,38198,114662,0.33313565086951213,0.14,4,mid,14850.69,0.38878187339651293,1.43,New York,Spanish,Vital Vigor
679389,Facebook,Market Expansion,Fashion,Women 35-44,Women,35-44,45 Days,45,2022-05-18,25483,77001,0.3309437539772211,0.07,9,high,9679.89,0.37985676725660245,0.6,Las Vegas,French,Trend Tailors
333536,Facebook,Market Expansion,Food,Women 18-24,Women,18-24,60 Days,60,2022-03-02,39163,117521,0.3332425694131262,0.14,9,high,15000.0,0.3830145800883487,2.04,Las Vegas,Spanish,Culinary Quest
813708,Facebook,Market Expansion,Fashion,Women 35-44,Women,35-44,30 Days,30,2022-09-02,19840,60288,0.32908704883227174,0.08,3,mid,7609.98,0.3835675403225806,6.87,Los Angeles,French,Attire Artistry
325075,Facebook,Product Launch,Technology,Men 18-24,Men,18-24,15 Days,15,2022-05-04,5202,16928,0.3073015122873346,0.02,2,low,2125.84,0.4086582083813918,1.94,Los Angeles,English,Cyber Circuit
135317,Facebook,Increase Sales,Fashion,Men 25-34,Men,25-34,45 Days,45,2022-05-10,25133,75964,0.33085408877889527,0.04,1,low,9553.99,0.3801372697250627,7.17,Austin,Spanish,Silk & Style
479037,Facebook,Market Expansion,Technology,Women 35-44,Women,35-44,60 Days,60,2022-04-14,30858,92922,0.3320849744947375,0.13,2,low,11653.17,0.37763853781839396,2.98,Las Vegas,Spanish,Quantum Quirks
295069,Facebook,Product Launch,Home,Men 25-34,Men,25-34,45 Days,45,2022-07-30,28895,87106,0.33172226941886895,0.05,5,mid,10934.85,0.37843398511853266,7.11,New York,English,Domestic Dream
112702,Facebook,Brand Awareness,Health,Women 25-34,Women,25-34,45 Days,45,2022-08-26,21620,65558,0.3297843131273071,0.14,6,mid,8257.6,0.3819426456984274,1.14,New York,Spanish,Heal Hub
560928,Facebook,Market Expansion,Health,Women 18-24,Women,18-24,15 Days,15,2022-08-12,2170,7948,0.2730246602918973,0.1,6,mid,559.77,0.25795852534562214,0.49,New York,Spanish,Pulse Point
865338,Facebook,Increase Sales,Health,Women 45-60,Women,45-60,60 Days,60,2022-06-27,30442,91691,0.3320064128431362,0.02,6,mid,11501.36,0.37781223309900797,0.76,Los Angeles,Spanish,Vital Vigor
276724,Facebook,Increase Sales,Fashion,Women 35-44,Women,35-44,15 Days,15,2022-06-03,1147,4919,0.23317747509656434,0.14,7,high,500.0,0.43591979075850046,2.87,Los Angeles,Spanish,Attire Artistry
136409,Facebook,Product Launch,Home,Men 45-60,Men,45-60,30 Days,30,2022-02-09,19764,60063,0.3290544927825783,0.11,4,mid,7580.43,0.38354735883424407,0.57,Austin,Spanish,Homely Haven
873534,Facebook,Market Expansion,Fashion,All Ages,,,60 Days,60,2022-01-06,33430,100541,0.332501168677455,0.09,9,high,12630.85,0.37782979359856417,1.75,Miami,Spanish,Silk & Style
995024,Facebook,Product Launch,Health,Men 35-44,Men,35-44,45 Days,45,2022-07-15,28716,86579,0.3316739625082295,0.02,2,low,10868.04,0.3784663602173005,3.52,Los Angeles,English,Heal Hub
875448,Facebook,Brand Awareness,Fashion,Men 45-60,Men,45-60,30 Days,30,2022-06-17,10777,33442,0.3222594342443634,0.13,7,high,4268.17,0.3960443537162476,1.45,Miami,Spanish,Style Sphere
579309,Facebook,Increase Sales,Health,All Ages,,,30 Days,30,2022-11-08,11779,36409,0.32351891015957596,0.03,4,mid,4634.8,0.3934799218948977,6.2,Austin,Spanish,Pulse Point
475652,Facebook,Increase Sales,Technology,Men 25-34,Men,25-34,45 Days,45,2022-09-21,23106,69962,0.3302650010005432,0.1,8,high,8805.48,0.3810906258114775,6.73,Las Vegas,English,NexGen Nerds
402237,Facebook,Market Expansion,Home,Women 25-34,Women,25-34,15 Days,15,2022-02-24,8104,25524,0.3175050932455728,0.11,4,mid,3279.93,0.4047297630799605,2.48,Austin,French,Hearth Harmony
615985,Facebook,Market Expansion,Health,Women 25-34,Women,25-34,45 Days,45,2022-02-10,29618,89250,0.3318543417366947,0.11,10,high,11198.32,0.3780917009926396,1.11,Austin,French,Heal Hub
532155,Facebook,Product Launch,Health,Men 25-34,Men,25-34,45 Days,45,2022-11-08,27700,83569,0.33146262370017593,0.06,9,high,10494.31,0.37885595667870037,0.14,Austin,French,Pulse Point
603869,Facebook,Increase Sales,Health,Men 35-44,Men,35-44,45 Days,45,2022-01-15,20744,62964,0.3294581030430087,0.03,1,low,7938.31,0.38267981102969534,1.25,Austin,Spanish,Well Wish
384966,Facebook,Product Launch,Health,Men 25-34,Men,25-34,60 Days,60,2022-03-15,34110,102556,0.33259877530324894,0.03,4,mid,12893.1,0.377985927880387,1.9,New York,Spanish,Heal Hub
885189,Facebook,Brand Awareness,Food,Men 35-44,Men,35-44,60 Days,60,2022-01-05,32924,99043,0.3324212715689145,0.06,2,low,12437.48,0.3777633337383064,5.59,Miami,English,Gourmet Grove
371586,Facebook,Market Expansion,Health,Women 35-44,Women,35-44,15 Days,15,2022-10-04,3288,11259,0.29203304023447907,0.13,2,low,1233.89,0.37527068126520685,5.66,New York,Spanish,Heal Hub
142468,Facebook,Increase Sales,Health,All Ages,,,45 Days,45,2022-12-19,29941,90207,0.33191437471593116,0.04,8,high,11317.06,0.37797869142647206,3.1,Las Vegas,French,Vital Vigor
428508,Facebook,Increase Sales,Health,Men 25-34,Men,25-34,60 Days,60,2022-08-13,39417,118273,0.33327132988932384,0.12,4,mid,15000.0,0.38054646472334275,6.27,Austin,Spanish,Aura Align
273409,Facebook,Brand Awareness,Food,Men 25-34,Men,25-34,45 Days,45,2022-08-23,29685,89446,0.33187621581736465,0.02,8,high,11220.87,0.3779979787771602,7.7,Austin,English,Feast Flavors
810926,Facebook,Brand Awareness,Fashion,Women 35-44,Women,35-44,60 Days,60,2022-07-04,32984,99219,0.3324363277194892,0.13,5,mid,12460.67,0.3777792262915353,0.1,New York,English,Style Sphere
788810,Facebook,Brand Awareness,Home,Women 25-34,Women,25-34,60 Days,60,2022-03-07,32551,97938,0.33236333190385753,0.12,10,high,12296.73,0.3777681177229578,3.43,New York,French,Space Spruce
143815,Facebook,Brand Awareness,Fashion,Women 45-60,Women,45-60,15 Days,15,2022-03-03,10118,31489,0.3213185556861126,0.04,10,high,4029.78,0.3982783158727021,2.46,Austin,Spanish,Trend Tailors
828486,Facebook,Increase Sales,Health,Women 35-44,Women,35-44,45 Days,45,2022-03-17,22290,67544,0.33000710647873976,0.05,7,high,8500.8,0.38137281292059216,5.7,Miami,French,Elixir Essence
988750,Facebook,Increase Sales,Technology,Women 45-60,Women,45-60,15 Days,15,2022-10-12,6839,21777,0.31404693024750885,0.15,8,high,2793.81,0.40851147828629913,2.58,Miami,Spanish,Code Crafters
229622,Facebook,Market Expansion,Food,Women 18-24,Women,18-24,60 Days,60,2022-11-19,31250,94083,0.3321535240160284,0.08,8,high,11799.45,0.37758240000000004,2.59,Los Angeles,Spanish,Gourmet Grove
180383,Facebook,Market Expansion,Technology,All Ages,,,45 Days,45,2022-02-06,22047,66823,0.32993131107552787,0.12,9,high,8411.57,0.3815290062139974,2.67,Los Angeles,Spanish,Code Crafters
294021,Facebook,Increase Sales,Technology,Women 25-34,Women,25-34,60 Days,60,2022-05-16,39149,117480,0.3332397003745318,0.07,6,mid,15000.0,0.3831515492094306,6.34,Los Angeles,Spanish,Silicon Saga
576207,Facebook,Increase Sales,Food,Women 18-24,Women,18-24,45 Days,45,2022-04-20,27613,83310,0.3314488056655864,0.02,5,mid,10462.64,0.37890269076159777,2.21,Los Angeles,English,Palate Paradise
722421,Facebook,Brand Awareness,Home,Women 18-24,Women,18-24,60 Days,60,2022-11-19,36042,108278,0.33286540202072445,0.12,10,high,13707.84,0.38032961544864324,4.2,Las Vegas,French,Living Luxe
750594,Facebook,Brand Awareness,Technology,Women 45-60,Women,45-60,45 Days,45,2022-09-09,26605,80325,0.33121693121693124,0.05,1,low,10092.52,0.3793467393347115,4.86,New York,Spanish,Gadget Giants
149487,Facebook,Product Launch,Technology,Men 18-24,Men,18-24,45 Days,45,2022-08-06,28793,86807,0.33168984068105106,0.13,1,low,10897.06,0.3784621262112319,4.18,Miami,Spanish,Quantum Quirks
239506,Facebook,Increase Sales,Health,Women 35-44,Women,35-44,60 Days,60,2022-08-28,32318,97248,0.33232560052648896,0.01,2,low,12205.85,0.3776796212636921,4.58,Austin,French,Wellness Waves
882588,Facebook,Market Expansion,Home,Men 35-44,Men,35-44,15 Days,15,2022-09-11,8811,27618,0.3190310666956333,0.13,2,low,3545.59,0.40240494836000457,5.0,Austin,English,Decor Dreams
507812,Facebook,Market Expansion,Technology,Women 35-44,Women,35-44,30 Days,30,2022-08-26,14838,45471,0.32631787292999936,0.07,9,high,5760.4,0.3882194365817495,3.57,New York,French,Innovate Infinity
130413,Facebook,Brand Awareness,Food,Men 45-60,Men,45-60,60 Days,60,2022-09-30,38556,115725,0.3331691510045366,0.11,2,low,15000.0,0.38904450669156554,2.21,Los Angeles,French,Gourmet Grove
324995,Facebook,Increase Sales,Fashion,Men 25-34,Men,25-34,60 Days,60,2022-05-14,36144,108579,0.3328820490150029,0.07,10,high,13752.58,0.38049413457281983,4.79,Miami,Spanish,Runway Rebels
671248,Facebook,Product Launch,Health,Women 18-24,Women,18-24,60 Days,60,2022-01-27,30473,91783,0.3320113746554373,0.03,6,mid,11512.47,0.377792472024415,2.59,Los Angeles,English,Heal Hub
577115,Facebook,Increase Sales,Health,Women 25-34,Women,25-34,60 Days,60,2022-04-11,31807,95732,0.33225044917060126,0.04,10,high,12014.24,0.37772314270443613,3.02,Los Angeles,English,Vigor Valley
945570,Facebook,Product Launch,Health,Women 25-34,Women,25-34,30 Days,30,2022-03-21,14109,43312,0.32575267824159587,0.09,9,high,5490.99,0.3891834998936849,4.17,Las Vegas,English,Elixir Essence
832261,Facebook,Market Expansion,Home,Women 45-60,Women,45-60,15 Days,15,2022-04-28,1069,4687,0.22807766161723916,0.07,8,high,500.0,0.4677268475210477,3.81,New York,French,Cozy Corners
531913,Facebook,Brand Awareness,Technology,Men 45-60,Men,45-60,60 Days,60,2022-07-02,31224,94005,0.3321525450773895,0.13,1,low,11789.62,0.37758198821419425,4.1,Miami,Spanish,Pixel Pioneers
547096,Facebook,Increase Sales,Home,Women 25-34,Women,25-34,15 Days,15,2022-08-17,9719,30308,0.32067440939685893,0.12,8,high,3883.68,0.39959666632369584,5.68,New York,English,Domestic Dream
501408,Facebook,Brand Awareness,Technology,All Ages,,,30 Days,30,2022-08-29,15162,46429,0.32656313941717463,0.01,5,mid,5876.2,0.38756100778261443,7.17,Las Vegas,English,Pixel Pioneers
389321,Facebook,Increase Sales,Technology,Women 45-60,Women,45-60,45 Days,45,2022-06-22,24871,75190,0.33077536906503524,0.11,10,high,9462.44,0.3804607776124804,4.21,Los Angeles,French,Giga Geeks
438870,Facebook,Increase Sales,Health,Women 35-44,Women,35-44,60 Days,60,2022-11-29,39966,119901,0.33332499311932345,0.14,8,high,15000.0,0.3753190211679928,1.88,Los Angeles,French,Aura Align
432100,Facebook,Brand Awareness,Health,Men 25-34,Men,25-34,45 Days,45,2022-09-25,22370,67781,0.3300334902111211,0.02,7,high,8529.65,0.3812986142154671,5.23,Miami,Spanish,Balance Beam
500446,Facebook,Increase Sales,Technology,Men 45-60,Men,45-60,45 Days,45,2022-01-28,21047,63863,0.32956484975651,0.04,5,mid,8048.06,0.38238513802442153,3.08,New York,French,Innovate Infinity
108982,Facebook,Market Expansion,Fashion,Women 25-34,Women,25-34,30 Days,30,2022-06-09,20122,61121,0.3292158178040281,0.1,6,mid,7711.46,0.38323526488420634,4.26,Austin,Spanish,Silk & Style
970912,Facebook,Product Launch,Technology,All Ages,,,60 Days,60,2022-04-01,31306,94249,0.3321626754660527,0.1,6,mid,11822.42,0.37764070785153003,7.06,Austin,Spanish,Cyber Circuit
758931,Facebook,Brand Awareness,Home,Men 35-44,Men,35-44,15 Days,15,2022-04-21,3972,13285,0.2989838163342115,0.14,9,high,1579.63,0.39769133937562945,6.36,Austin,French,Decor Dreams
674568,Facebook,Product Launch,Fashion,Men 35-44,Men,35-44,15 Days,15,2022-08-17,5591,18080,0.3092367256637168,0.09,7,high,2286.64,0.40898587014845283,3.38,Las Vegas,English,Runway Rebels
342475,Facebook,Product Launch,Home,Men 25-34,Men,25-34,60 Days,60,2022-01-25,38067,114275,0.33311747976372785,0.03,1,low,14762.89,0.38781332913021777,6.78,Miami,English,Nest Neat
651299,Facebook,Increase Sales,Technology,All Ages,,,15 Days,15,2022-12-02,6878,21893,0.31416434476773397,0.09,7,high,2809.6,0.40849084036056993,6.0,Los Angeles,English,Quantum Quirks
410587,Facebook,Market Expansion,Home,Men 35-44,Men,35-44,60 Days,60,2022-04-03,36422,109402,0.332918959434014,0.12,2,low,13882.41,0.3811545219922025,7.65,Las Vegas,French,Living Luxe
946516,Facebook,Increase Sales,Fashion,Women 45-60,Women,45-60,45 Days,45,2022-01-08,26224,79196,0.3311278347391282,0.03,5,mid,9954.08,0.3795790115924344,1.38,New York,French,Silk & Style
882550,Facebook,Product Launch,Food,Men 18-24,Men,18-24,30 Days,30,2022-12-19,19063,57985,0.328757437268259,0.02,7,high,7320.47,0.3840145832240466,0.85,Miami,French,Palate Paradise
177539,Facebook,Market Expansion,Health,Men 25-34,Men,25-34,45 Days,45,2022-07-27,22073,66901,0.32993527749958895,0.15,1,low,8421.82,0.3815439677433969,1.33,Austin,French,Fitness Front
522134,Facebook,Product Launch,Fashion,Men 35-44,Men,35-44,45 Days,45,2022-05-15,20338,61761,0.32930166286167645,0.1,3,mid,7787.52,0.38290490707050845,6.75,Las Vegas,Spanish,Trend Tailors
477512,Facebook,Brand Awareness,Home,Women 25-34,Women,25-34,30 Days,30,2022-03-05,18719,56967,0.328593747257184,0.02,7,high,7191.87,0.3842016133340456,1.66,Austin,Spanish,Nest Neat
182588,Facebook,Market Expansion,Technology,All Ages,,,60 Days,60,2022-12-03,38788,116412,0.3331958904580284,0.09,9,high,15000.0,0.3867175415076828,2.0,New York,Spanish,Giga Geeks
252365,Facebook,Market Expansion,Food,Women 35-44,Women,35-44,45 Days,45,2022-09-08,20408,61969,0.32932595329923026,0.11,9,high,7814.87,0.3829316934535476,6.48,Las Vegas,French,Culinary Quest
298037,Facebook,Market Expansion,Health,Women 25-34,Women,25-34,45 Days,45,2022-05-06,21318,64663,0.32967848692451635,0.04,1,low,8147.14,0.38217187353410265,4.06,Los Angeles,French,Wellness Waves
586497,Facebook,Brand Awareness,Home,Women 35-44,Women,35-44,45 Days,45,2022-09-14,22123,67048,0.3299576422861234,0.14,2,low,8439.26,0.38146996338652084,6.91,Miami,Spanish,Decor Dreams
501772,Facebook,Brand Awareness,Health,Men 35-44,Men,35-44,45 Days,45,2022-03-05,28884,87074,0.33171784918575004,0.13,1,low,10930.83,0.3784389281262983,1.85,New York,English,Heal Hub
901268,Facebook,Brand Awareness,Food,Women 18-24,Women,18-24,60 Days,60,2022-09-24,34084,102478,0.332598216202502,0.12,3,mid,12882.71,0.37796942847083675,1.72,Miami,English,Epicurean Edge
685466,Facebook,Increase Sales,Technology,Women 18-24,Women,18-24,45 Days,45,2022-03-20,20687,62795,0.32943705709053267,0.15,1,low,7917.86,0.382745685696331,4.54,Austin,English,Gadget Giants
298891,Facebook,Product Launch,Fashion,Men 18-24,Men,18-24,60 Days,60,2022-04-18,33206,99877,0.3324689367922545,0.02,10,high,12546.95,0.3778518942359815,6.4,New York,French,Silk & Style
175614,Facebook,Brand Awareness,Health,Women 18-24,Women,18-24,60 Days,60,2022-07-29,34578,103941,0.3326694951943891,0.11,1,low,13080.17,0.37828012030771013,4.86,Las Vegas,English,Pulse Point
181728,Facebook,Market Expansion,Home,Women 35-44,Women,35-44,30 Days,30,2022-12-29,13420,41270,0.32517567240126,0.09,6,mid,5234.93,0.3900842026825634,7.46,Miami,French,Cozy Corners
313786,Facebook,Product Launch,Food,Women 45-60,Women,45-60,15 Days,15,2022-01-27,10242,31856,0.32150929181315924,0.09,1,low,4073.57,0.39773188830306583,5.59,Los Angeles,English,Epicurean Edge
894218,Facebook,Market Expansion,Fashion,Women 45-60,Women,45-60,15 Days,15,2022-12-11,1707,6575,0.25961977186311785,0.08,1,low,500.0,0.29291154071470415,4.98,Miami,Spanish,Attire Artistry
641889,Facebook,Market Expansion,Fashion,Men 35-44,Men,35-44,30 Days,30,2022-12-04,16688,50950,0.3275368007850834,0.02,4,mid,6441.69,0.38600731064237775,4.61,Las Vegas,English,Runway Rebels
615979,Facebook,Market Expansion,Health,Women 25-34,Women,25-34,15 Days,15,2022-07-22,7046,22391,0.31468000535929613,0.05,10,high,2873.97,0.4078867442520579,3.82,New York,Spanish,Well Wish
957208,Facebook,Brand Awareness,Home,Men 45-60,Men,45-60,30 Days,30,2022-06-04,10900,33806,0.3224279713660297,0.12,4,mid,4312.91,0.39567981651376144,2.54,New York,English,Domestic Dream
304696,Facebook,Increase Sales,Food,Women 45-60,Women,45-60,45 Days,45,2022-09-25,26834,81002,0.33127577096861804,0.1,2,low,10175.79,0.37921256614742493,5.27,Austin,English,Palate Paradise
283463,Facebook,Brand Awareness,Technology,Women 45-60,Women,45-60,30 Days,30,2022-02-24,10401,32327,0.32174343428094165,0.13,10,high,4131.39,0.39721084511104704,5.62,Las Vegas,English,Gadget Giants
501113,Facebook,Product Launch,Home,Men 45-60,Men,45-60,15 Days,15,2022-05-05,5077,16559,0.3066006401352739,0.12,8,high,2074.3,0.40856805199921215,7.35,Miami,English,Furnish Fine
771437,Facebook,Increase Sales,Technology,Men 18-24,Men,18-24,15 Days,15,2022-07-09,5395,17500,0.3082857142857143,0.11,4,mid,2205.34,0.4087747914735867,7.52,New York,French,NexGen Nerds
601900,Facebook,Product Launch,Technology,Women 45-60,Women,45-60,15 Days,15,2022-12-10,3607,12205,0.2955346169602622,0.03,2,low,1400.51,0.38827557527030776,3.11,Miami,English,Quantum Quirks
169577,Facebook,Brand Awareness,Food,Women 25-34,Women,25-34,15 Days,15,2022-03-23,3731,12571,0.296794208893485,0.05,8,high,1462.5,0.39198606271777003,6.31,Las Vegas,French,Feast Flavors
654388,Facebook,Market Expansion,Health,Men 45-60,Men,45-60,45 Days,45,2022-04-24,28716,86577,0.3316816244499116,0.03,2,low,10867.88,0.3784607884106421,0.01,Austin,Spanish,Vital Vigor
837446,Facebook,Brand Awareness,Home,Men 18-24,Men,18-24,45 Days,45,2022-05-10,22400,67869,0.33004759168397946,0.01,7,high,8541.07,0.38129776785714287,2.63,Los Angeles,French,Living Luxe
629202,Facebook,Brand Awareness,Technology,Men 25-34,Men,25-34,45 Days,45,2022-08-31,25772,77857,0.33101712113233234,0.14,2,low,9782.97,0.3795968492938072,4.49,Austin,Spanish,Gadget Giants
463095,Facebook,Increase Sales,Technology,All Ages,,,15 Days,15,2022-03-03,4795,15723,0.3049672454366215,0.13,7,high,1954.88,0.4076913451511992,0.89,New York,French,Quantum Quirks
132902,Facebook,Market Expansion,Home,Men 35-44,Men,35-44,15 Days,15,2022-09-01,3325,11370,0.29243623570800353,0.09,7,high,1254.78,0.37737744360902253,5.09,Las Vegas,French,Nest Neat
831794,Facebook,Product Launch,Home,Women 25-34,Women,25-34,15 Days,15,2022-09-22,7854,24784,0.31689799870884444,0.03,1,low,3184.42,0.40545199898141077,0.38,Miami,English,Cozy Corners
645297,Facebook,Increase Sales,Food,Men 45-60,Men,45-60,45 Days,45,2022-08-05,26660,80487,0.3312336153664567,0.03,9,high,10112.63,0.3793184546136534,4.42,Austin,French,Culinary Quest
427805,Facebook,Product Launch,Technology,Women 18-24,Women,18-24,30 Days,30,2022-11-27,14698,45055,0.32622350460548216,0.1,5,mid,5706.58,0.38825554497210507,0.14,Austin,English,Innovate Infinity
893109,Facebook,Increase Sales,Health,Men 18-24,Men,18-24,30 Days,30,2022-07-12,11825,36546,0.3235648224155858,0.02,5,mid,4652.84,0.3934748414376322,2.19,Los Angeles,English,Pulse Point
905400,Facebook,Increase Sales,Food,Women 18-24,Women,18-24,45 Days,45,2022-01-09,28101,84755,0.3315556604330128,0.08,7,high,10640.69,0.37865876659193626,7.56,Los Angeles,French,Savor Street
684309,Facebook,Market Expansion,Health,Men 35-44,Men,35-44,15 Days,15,2022-06-29,560,3179,0.17615602390688895,0.07,8,high,500.0,0.8928571428571429,5.0,Las Vegas,French,Fitness Front
